qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3
6586,941,822,3,77,3,01:38.4,01:38.2,01:37.9
6587,941,20,6,5,4,01:38.6,01:38.4,01:38.0
6588,941,8,6,7,5,01:39.2,01:38.2,01:38.3
6589,941,807,10,27,6,01:39.3,01:38.7,01:38.7
6590,941,815,10,11,7,01:39.6,01:38.9,01:38.7
6591,941,154,208,8,8,01:39.1,01:38.8,01:38.8
6592,941,830,5,33,9,01:39.4,01:39.1,01:38.9
6593,941,817,9,3,10,01:39.6,01:39.0,01:39.7
6594,941,826,9,26,11,01:39.6,01:39.2,
6595,941,831,15,12,12,01:40.0,01:39.3,
6596,941,18,1,22,13,01:39.7,01:39.8,
6597,941,813,208,13,14,01:39.7,01:39.8,
6598,941,13,3,19,15,01:38.9,01:39.9,
6599,941,4,1,14,16,01:40.1,,
6600,941,828,15,9,17,01:40.7,,
6601,941,829,206,28,18,01:43.7,,
6602,941,833,206,98,19,01:43.8,,
6603,942,3,131,6,1,01:56.7,01:56.8,
6604,942,1,131,44,2,01:56.9,01:56.9,
6605,942,817,9,3,3,01:56.5,01:58.0,
6606,942,826,9,26,4,01:57.6,01:58.4,
6607,942,20,6,5,5,02:00.9,01:58.6,
6608,942,815,10,11,6,01:59.3,01:59.2,
6609,942,807,10,27,7,01:58.3,01:59.3,
6610,942,8,6,7,8,01:58.2,01:59.7,
6611,942,13,3,19,9,02:00.9,02:00.0,
6612,942,830,5,33,10,01:58.7,02:00.2,
6613,942,4,1,14,11,01:59.7,02:00.3,
6614,942,822,3,77,12,01:59.6,02:00.3,
6615,942,154,208,8,13,02:00.2,02:00.6,
6616,942,18,1,22,14,02:00.3,02:01.2,
6617,942,813,208,13,15,02:00.8,02:01.6,
6618,942,828,15,9,16,02:02.2,,
6619,942,831,15,12,17,02:03.2,,
6620,942,834,206,53,18,02:04.2,,
6621,942,829,206,28,19,02:04.5,,
6622,942,832,5,55,20,02:07.3,,
6623,943,3,131,6,1,01:20.4,01:20.1,01:19.5
6624,943,1,131,44,2,01:20.8,01:19.8,01:19.7
6625,943,20,6,5,3,01:20.5,01:20.0,01:19.8
6626,943,826,9,26,4,01:20.8,01:20.5,01:20.4
6627,943,817,9,3,5,01:21.2,01:20.8,01:20.4
6628,943,822,3,77,6,01:20.8,01:20.5,01:20.4
6629,943,13,3,19,7,01:21.4,01:20.6,01:20.6
6630,943,830,5,33,8,01:21.0,01:20.9,01:20.7
6631,943,815,10,11,9,01:21.0,01:20.7,01:20.7
6632,943,807,10,27,10,01:21.3,01:20.9,01:20.8
6633,943,832,5,55,11,01:21.0,01:20.9,
6634,943,154,208,8,12,01:21.6,01:21.0,
6635,943,813,208,13,13,01:21.5,01:21.3,
6636,943,828,15,9,14,01:21.3,01:21.5,
6637,943,8,6,7,15,01:21.4,01:22.5,
6638,943,4,1,14,16,01:21.8,,
6639,943,831,15,12,17,01:21.8,,
6640,943,834,206,53,18,01:24.1,,
6641,943,829,206,28,19,01:24.4,,
6642,943,18,1,22,20,,,
6643,944,3,131,6,1,01:11.7,01:12.2,01:11.3
6644,944,1,131,44,2,01:11.7,01:11.7,01:11.4
6645,944,20,6,5,3,01:12.2,01:11.9,01:11.8
6646,944,822,3,77,4,01:12.9,01:12.4,01:12.1
6647,944,8,6,7,5,01:12.2,01:12.2,01:12.1
6648,944,807,10,27,6,01:12.6,01:12.5,01:12.3
6649,944,826,9,26,7,01:12.7,01:12.5,01:12.3
6650,944,13,3,19,8,01:13.0,01:12.9,01:12.4
6651,944,817,9,3,9,01:12.6,01:12.8,01:12.4
6652,944,830,5,33,10,01:12.8,01:12.7,01:12.7
6653,944,831,15,12,11,01:13.1,01:13.0,
6654,944,832,5,55,12,01:13.3,01:13.0,
6655,944,815,10,11,13,01:13.1,01:13.1,
6656,944,828,15,9,14,01:13.3,01:13.2,
6657,944,154,208,8,15,01:13.1,01:13.9,
6658,944,813,208,13,16,01:13.4,,
6659,944,18,1,22,17,01:13.4,,
6660,944,834,206,53,18,01:16.2,,
6661,944,829,206,28,19,01:16.3,,
6662,944,4,1,14,20,,,
6663,945,3,131,6,1,01:41.1,01:41.0,01:40.2
6664,945,1,131,44,2,01:41.0,01:40.8,01:40.6
6665,945,8,6,7,3,01:42.5,01:41.6,01:41.1
6666,945,815,10,11,4,01:42.0,01:41.6,01:41.2
6667,945,817,9,3,5,01:42.3,01:41.8,01:41.4
6668,945,822,3,77,6,01:42.6,01:41.9,01:41.7
6669,945,807,10,27,7,01:42.0,01:41.9,01:41.7
6670,945,13,3,19,8,01:42.3,01:42.3,01:41.8
6671,945,826,9,26,9,01:42.5,01:42.3,01:41.9
6672,945,832,5,55,10,01:42.9,01:42.5,01:42.7
6673,945,830,5,33,11,01:42.9,01:42.5,
6674,945,18,1,22,12,01:42.6,01:42.7,
6675,945,813,208,13,13,01:42.9,01:42.8,
6676,945,831,15,12,14,01:42.9,01:43.6,
6677,945,154,208,8,15,01:42.6,,
6678,945,20,6,5,16,01:42.9,,
6679,945,4,1,14,17,01:43.2,,
6680,945,828,15,9,18,01:43.8,,
6681,945,829,209,28,19,01:46.3,,
6682,945,833,209,98,20,01:47.4,,
6683,948,1,131,44,1,01:25.4,01:24.6,01:23.8
6684,948,3,131,6,2,01:26.9,01:24.8,01:24.2
6685,948,20,6,5,3,01:26.9,01:25.3,01:24.7
6686,948,8,6,7,4,01:26.6,01:25.6,01:25.0
6687,948,830,5,33,5,01:26.9,01:25.6,01:25.4
6688,948,13,3,19,6,01:25.9,01:25.6,01:25.5
6689,948,832,5,55,7,01:27.1,01:25.4,01:25.6
6690,948,817,9,3,8,01:26.9,01:25.6,01:25.6
6691,948,815,10,11,9,01:26.6,01:25.8,
6692,948,807,10,27,10,01:26.6,01:25.9,
6693,948,822,3,77,11,01:27.1,01:26.0,
6694,948,4,1,14,12,01:26.5,01:26.1,
6695,948,18,1,22,13,01:26.7,01:26.3,
6696,948,835,4,30,14,01:27.2,01:27.6,
6697,948,825,4,20,15,01:27.3,01:27.7,
6698,948,828,15,9,16,01:27.4,,
6699,948,831,15,12,17,01:28.0,,
6700,948,826,9,26,18,01:28.0,,
6701,948,154,210,8,19,01:28.3,,
6702,948,821,210,21,20,01:29.6,,
6703,948,837,209,88,21,01:29.6,,
6704,948,836,209,94,22,01:29.6,,
6705,949,1,131,44,1,01:31.4,01:30.0,01:29.5
6706,949,3,131,6,2,01:31.3,01:30.5,01:29.6
6707,949,20,6,5,3,01:31.6,01:30.4,01:30.0
6708,949,8,6,7,4,01:31.7,01:30.6,01:30.2
6709,949,817,9,3,5,01:31.4,01:31.1,01:30.9
6710,949,822,3,77,6,01:31.7,01:30.9,01:31.2
6711,949,13,3,19,7,01:32.0,01:31.4,01:31.2
6712,949,807,10,27,8,01:32.0,01:31.6,01:31.6
6713,949,154,210,8,9,01:32.0,01:31.8,
6714,949,830,5,33,10,01:31.9,01:31.8,
6715,949,832,5,55,11,01:31.7,01:31.8,
6716,949,838,1,47,12,01:32.5,01:31.9,
6717,949,821,210,21,13,01:32.1,01:31.9,
6718,949,18,1,22,14,01:32.0,01:32.0,
6719,949,826,9,26,15,01:32.6,01:32.2,
6720,949,836,209,94,16,01:32.8,,
6721,949,828,15,9,17,01:32.8,,
6722,949,815,10,11,18,01:32.9,,
6723,949,825,4,20,19,01:33.2,,
6724,949,835,4,30,20,01:33.4,,
6725,949,837,209,88,21,01:34.2,,
6726,949,831,15,12,22,01:34.4,,
6727,950,3,131,6,1,01:37.7,01:36.2,01:35.4
6728,950,817,9,3,2,01:37.7,01:36.8,01:35.9
6729,950,8,6,7,3,01:37.3,01:36.1,01:36.0
6730,950,20,6,5,4,01:37.0,01:36.2,01:36.2
6731,950,822,3,77,5,01:37.5,01:36.8,01:36.3
6732,950,826,9,26,6,01:37.7,01:36.9,01:36.4
6733,950,815,10,11,7,01:38.1,01:37.1,01:36.9
6734,950,832,5,55,8,01:37.7,01:37.2,01:36.9
6735,950,830,5,33,9,01:38.2,01:37.3,01:37.2
6736,950,807,10,27,10,01:38.2,01:37.3,
6737,950,13,3,19,11,01:38.0,01:37.3,
6738,950,4,1,14,12,01:38.5,01:38.8,
6739,950,18,1,22,13,01:37.6,01:39.1,
6740,950,154,210,8,14,01:38.4,01:39.8,
6741,950,828,15,9,15,01:38.3,01:40.7,
6742,950,831,15,12,16,01:38.7,01:42.4,
6743,950,825,4,20,17,01:38.7,,
6744,950,821,210,21,18,01:38.8,,
6745,950,835,4,30,19,01:39.5,,
6746,950,837,209,88,20,01:40.3,,
6747,950,836,209,94,21,,,
6748,950,1,131,44,22,,,
6749,951,3,131,6,1,01:36.1,01:35.3,01:35.4
6750,951,20,6,5,2,01:36.6,01:36.6,01:36.1
6751,951,822,3,77,3,01:37.7,01:37.1,01:36.5
6752,951,8,6,7,4,01:37.0,01:36.7,01:36.7
6753,951,13,3,19,5,01:37.8,01:37.2,01:37.0
6754,951,817,9,3,6,01:38.1,01:37.6,01:37.1
6755,951,815,10,11,7,01:38.0,01:37.3,01:37.2
6756,951,826,9,26,8,01:38.3,01:37.6,01:37.5
6757,951,830,5,33,9,01:38.1,01:37.5,01:37.6
6758,951,1,131,44,10,01:36.0,01:35.8,
6759,951,832,5,55,11,01:37.8,01:37.7,
6760,951,18,1,22,12,01:38.3,01:37.7,
6761,951,807,10,27,13,01:38.6,01:37.8,
6762,951,4,1,14,14,01:38.0,01:37.8,
6763,951,154,210,8,15,01:38.4,01:38.1,
6764,951,821,210,21,16,01:38.7,01:38.1,
6765,951,825,4,20,17,01:38.9,,
6766,951,835,4,30,18,01:39.0,,
6767,951,831,15,12,19,01:39.0,,
6768,951,836,209,94,20,01:39.4,,
6769,951,837,209,88,21,01:39.5,,
6770,951,828,15,9,22,01:39.5,,
6771,952,1,131,44,1,01:23.2,01:22.2,01:22.0
6772,952,3,131,6,2,01:23.0,01:22.8,01:22.3
6773,952,817,9,3,3,01:23.7,01:23.6,01:22.7
6774,952,830,9,33,4,01:23.6,01:23.2,01:23.1
6775,952,8,6,7,5,01:23.8,01:23.5,01:23.1
6776,952,20,6,5,6,01:24.1,01:23.7,01:23.3
6777,952,822,3,77,7,01:24.3,01:24.0,01:23.5
6778,952,832,5,55,8,01:24.5,01:24.1,01:23.6
6779,952,815,10,11,9,01:24.7,01:24.0,01:23.8
6780,952,4,1,14,10,01:24.6,01:24.2,01:24.0
6781,952,807,10,27,11,01:24.5,01:24.2,
6782,952,18,1,22,12,01:24.6,01:24.3,
6783,952,826,5,26,13,01:24.7,01:24.4,
6784,952,154,210,8,14,01:24.7,01:24.5,
6785,952,825,4,20,15,01:24.7,01:24.6,
6786,952,821,210,21,16,01:24.4,01:24.8,
6787,952,835,4,30,17,01:24.9,,
6788,952,13,3,19,18,01:24.9,,
6789,952,828,15,9,19,01:25.2,,
6790,952,831,15,12,20,01:25.6,,
6791,952,836,209,94,21,01:25.7,,
6792,952,837,209,88,22,01:25.9,,
6793,953,817,9,3,1,01:14.9,01:14.4,01:13.6
6794,953,3,131,6,2,01:14.9,01:14.0,01:13.8
6795,953,1,131,44,3,01:14.8,01:14.1,01:13.9
6796,953,20,6,5,4,01:14.6,01:14.3,01:14.6
6797,953,807,10,27,5,01:15.3,01:15.0,01:14.7
6798,953,8,6,7,6,01:15.5,01:14.8,01:14.7
6799,953,832,5,55,7,01:15.5,01:14.8,01:14.7
6800,953,815,10,11,8,01:15.3,01:14.9,01:14.9
6801,953,826,5,26,9,01:15.4,01:14.8,01:15.3
6802,953,4,1,14,10,01:15.5,01:15.1,01:15.4
6803,953,822,3,77,11,01:15.5,01:15.3,
6804,953,821,210,21,12,01:15.6,01:15.3,
6805,953,18,1,22,13,01:15.6,01:15.4,
6806,953,13,3,19,14,01:15.7,01:15.4,
6807,953,154,210,8,15,01:15.5,01:15.6,
6808,953,825,4,20,16,01:16.3,01:16.1,
6809,953,828,15,9,17,01:16.3,,
6810,953,835,4,30,18,01:16.6,,
6811,953,837,209,88,19,01:17.3,,
6812,953,836,209,94,20,01:17.5,,
6813,953,830,9,33,21,01:22.5,,
6814,953,831,15,12,22,,,
6815,954,1,131,44,1,01:14.1,01:13.1,01:12.8
6816,954,3,131,6,2,01:13.7,01:13.1,01:12.9
6817,954,20,6,5,3,01:13.9,01:13.9,01:13.0
6818,954,817,9,3,4,01:14.0,01:13.5,01:13.2
6819,954,830,9,33,5,01:14.6,01:13.8,01:13.4
6820,954,8,6,7,6,01:14.5,01:13.8,01:13.6
6821,954,822,3,77,7,01:14.4,01:13.8,01:13.7
6822,954,13,3,19,8,01:14.8,01:13.9,01:13.8
6823,954,807,10,27,9,01:14.7,01:14.2,01:14.0
6824,954,4,1,14,10,01:15.0,01:14.3,01:14.3
6825,954,815,10,11,11,01:14.8,01:14.3,
6826,954,18,1,22,12,01:14.8,01:14.4,
6827,954,826,5,26,13,01:14.8,01:14.5,
6828,954,821,210,21,14,01:15.1,01:14.6,
6829,954,154,210,8,15,01:15.4,01:14.8,
6830,954,832,5,55,16,01:14.7,01:22.0,
6831,954,835,4,30,17,01:15.5,,
6832,954,836,209,94,18,01:15.6,,
6833,954,828,15,9,19,01:15.6,,
6834,954,831,15,12,20,01:16.7,,
6835,954,837,209,88,21,01:17.1,,
6836,955,3,131,6,1,01:43.7,01:42.5,01:42.8
6837,955,815,10,11,2,01:44.5,01:43.9,01:43.5
6838,955,817,9,3,3,01:44.6,01:44.1,01:44.0
6839,955,20,6,5,4,01:45.1,01:44.5,01:44.0
6840,955,8,6,7,5,01:44.9,01:44.5,01:44.3
6841,955,13,3,19,6,01:45.5,01:44.7,01:44.5
6842,955,826,5,26,7,01:44.7,01:44.7,01:44.7
6843,955,822,3,77,8,01:44.7,01:44.5,01:45.2
6844,955,830,9,33,9,01:44.9,01:44.4,01:45.6
6845,955,1,131,44,10,01:44.3,01:43.5,02:02.0
6846,955,154,210,8,11,01:45.5,01:44.8,
6847,955,807,10,27,12,01:44.9,01:44.8,
6848,955,832,5,55,13,01:44.8,01:45.0,
6849,955,4,1,14,14,01:45.5,01:45.3,
6850,955,821,210,21,15,01:45.3,01:45.3,
6851,955,831,15,12,16,01:45.5,01:46.0,
6852,955,837,209,88,17,01:45.7,,
6853,955,836,209,94,18,01:45.7,,
6854,955,18,1,22,19,01:45.8,,
6855,955,828,15,9,20,01:46.2,,
6856,955,825,4,20,21,01:46.3,,
6857,955,835,4,30,22,01:46.4,,
6858,956,1,131,44,1,01:06.9,01:06.2,01:07.9
6859,956,3,131,6,2,01:06.5,01:06.4,01:08.5
6860,956,807,10,27,3,01:07.4,01:07.3,01:09.3
6861,956,20,6,5,4,01:06.8,01:06.6,01:09.8
6862,956,18,1,22,5,01:07.7,01:07.6,01:09.9
6863,956,8,6,7,6,01:07.2,01:06.9,01:09.9
6864,956,817,9,3,7,01:07.5,01:06.8,01:10.0
6865,956,822,3,77,8,01:07.1,01:06.9,01:10.4
6866,956,830,9,33,9,01:07.1,01:06.9,01:11.2
6867,956,13,3,19,10,01:07.4,01:07.1,01:12.0
6868,956,821,210,21,11,01:07.7,01:07.6,
6869,956,836,209,94,12,01:07.6,01:07.7,
6870,956,154,210,8,13,01:07.7,01:07.9,
6871,956,4,1,14,14,01:07.7,01:08.2,
6872,956,832,5,55,15,01:07.6,,
6873,956,815,10,11,16,01:07.7,,
6874,956,825,4,20,17,01:07.9,,
6875,956,835,4,30,18,01:08.0,,
6876,956,837,209,88,19,01:08.0,,
6877,956,826,5,26,20,01:08.4,,
6878,956,828,15,9,21,01:08.4,,
6879,956,831,15,12,22,01:08.4,,
6880,957,1,131,44,1,01:30.7,01:29.2,01:29.3
6881,957,3,131,6,2,01:30.7,01:30.0,01:29.6
6882,957,830,9,33,3,01:31.3,01:30.7,01:30.3
6883,957,817,9,3,4,01:31.7,01:31.3,01:30.6
6884,957,8,6,7,5,01:31.3,01:31.4,01:30.9
6885,957,20,6,5,6,01:31.6,01:30.7,01:31.5
6886,957,822,3,77,7,01:31.9,01:31.5,01:31.6
6887,957,832,5,55,8,01:32.1,01:31.7,01:32.0
6888,957,807,10,27,9,01:32.3,01:31.8,01:32.2
6889,957,4,1,14,10,01:32.3,01:31.7,01:32.3
6890,957,815,10,11,11,01:32.3,01:31.9,
6891,957,13,3,19,12,01:32.1,01:32.0,
6892,957,154,210,8,13,01:32.3,01:32.0,
6893,957,821,210,21,14,01:32.2,01:32.2,
6894,957,826,5,26,15,01:32.6,01:32.3,
6895,957,825,4,20,16,01:32.7,01:37.1,
6896,957,18,1,22,17,01:32.8,,
6897,957,835,4,30,18,01:32.9,,
6898,957,837,209,88,19,01:33.1,,
6899,957,836,209,94,20,01:33.2,,
6900,957,831,15,12,21,01:33.5,,
6901,958,3,131,6,1,01:33.3,01:22.8,01:20.0
6902,958,1,131,44,2,01:34.2,01:24.8,01:20.1
6903,958,817,9,3,3,01:40.0,01:23.2,01:20.3
6904,958,830,9,33,4,01:40.4,01:22.7,01:20.6
6905,958,20,6,5,5,01:35.7,01:24.1,01:20.9
6906,958,832,5,55,6,01:36.1,01:24.7,01:21.1
6907,958,4,1,14,7,01:35.2,01:23.8,01:21.2
6908,958,18,1,22,8,01:38.0,01:24.5,01:21.6
6909,958,807,10,27,9,01:41.5,01:23.9,01:21.8
6910,958,822,3,77,10,01:42.8,01:24.5,01:22.2
6911,958,154,210,8,11,01:35.9,01:24.9,
6912,958,826,5,26,12,01:36.7,01:25.3,
6913,958,815,10,11,13,01:41.4,01:25.4,
6914,958,8,6,7,14,01:36.9,01:25.4,
6915,958,821,210,21,15,01:39.0,01:26.2,
6916,958,831,15,12,16,01:37.8,01:27.1,
6917,958,835,4,30,17,01:44.0,,
6918,958,13,3,19,18,01:44.0,,
6919,958,825,4,20,19,01:44.5,,
6920,958,828,15,9,20,01:47.0,,
6921,958,836,209,94,21,01:47.3,,
6922,958,837,209,88,22,01:50.2,,
6923,959,3,131,6,1,01:15.5,01:14.8,01:14.4
6924,959,1,131,44,2,01:15.2,01:14.7,01:14.5
6925,959,817,9,3,3,01:15.6,01:15.5,01:14.7
6926,959,830,9,33,4,01:15.9,01:15.1,01:14.8
6927,959,8,6,7,5,01:15.8,01:15.2,01:15.1
6928,959,20,6,5,6,01:15.9,01:15.6,01:15.3
6929,959,807,10,27,7,01:16.3,01:15.6,01:15.5
6930,959,822,3,77,8,01:16.0,01:15.5,01:15.5
6931,959,815,10,11,9,01:16.2,01:15.5,01:15.5
6932,959,13,3,19,10,01:16.5,01:15.7,01:15.6
6933,959,821,210,21,11,01:16.0,01:15.9,
6934,959,18,1,22,12,01:16.2,01:15.9,
6935,959,832,5,55,13,01:16.3,01:16.0,
6936,959,4,1,14,14,01:16.3,01:16.0,
6937,959,154,210,8,15,01:16.3,01:16.1,
6938,959,835,4,30,16,01:16.6,01:16.7,
6939,959,825,4,20,17,01:16.7,,
6940,959,836,209,94,18,01:16.7,,
6941,959,826,5,26,19,01:16.9,,
6942,959,837,209,88,20,01:17.0,,
6943,959,831,15,12,21,01:17.1,,
6944,959,828,15,9,22,01:17.2,,
6945,960,3,131,6,1,01:48.0,01:47.0,01:46.7
6946,960,830,9,33,2,01:48.4,01:47.2,01:46.9
6947,960,8,6,7,3,01:47.9,01:47.7,01:46.9
6948,960,20,6,5,4,01:47.8,01:47.9,01:47.1
6949,960,817,9,3,5,01:48.4,01:48.0,01:47.2
6950,960,815,10,11,6,01:48.1,01:47.5,01:47.4
6951,960,807,10,27,7,01:48.1,01:47.3,01:47.5
6952,960,822,3,77,8,01:48.7,01:47.9,01:47.6
6953,960,18,1,22,9,01:48.7,01:48.1,01:48.1
6954,960,13,3,19,10,01:47.7,01:47.7,01:48.3
6955,960,154,210,8,11,01:48.8,01:48.3,
6956,960,825,4,20,12,01:48.8,01:48.5,
6957,960,821,210,21,13,01:48.7,01:48.6,
6958,960,835,4,30,14,01:48.9,01:48.9,
6959,960,832,5,55,15,01:48.9,01:49.0,
6960,960,836,209,94,16,01:48.6,01:49.3,
6961,960,831,15,12,17,01:48.9,,
6962,960,839,209,31,18,01:49.1,,
6963,960,826,5,26,19,01:49.1,,
6964,960,828,15,9,20,01:49.1,,
6965,960,1,131,44,21,01:50.0,,
6966,961,1,131,44,1,01:21.9,01:21.5,01:21.1
6967,961,3,131,6,2,01:22.5,01:21.8,01:21.6
6968,961,20,6,5,3,01:23.1,01:22.3,01:22.0
6969,961,8,6,7,4,01:23.2,01:22.6,01:22.1
6970,961,822,3,77,5,01:23.3,01:22.5,01:22.4
6971,961,817,9,3,6,01:23.2,01:22.6,01:22.4
6972,961,830,9,33,7,01:23.2,01:22.9,01:22.4
6973,961,815,10,11,8,01:23.4,01:22.9,01:22.8
6974,961,807,10,27,9,01:23.3,01:23.0,01:22.8
6975,961,821,210,21,10,01:23.4,01:22.9,01:23.2
6976,961,13,3,19,11,01:23.5,01:23.0,
6977,961,154,210,8,12,01:23.4,01:23.1,
6978,961,4,1,14,13,01:23.8,01:23.3,
6979,961,836,209,94,14,01:23.8,01:23.3,
6980,961,18,1,22,15,01:23.7,01:23.4,
6981,961,832,5,55,16,01:23.7,01:23.5,
6982,961,826,5,26,17,01:23.8,,
6983,961,831,15,12,18,01:24.0,,
6984,961,828,15,9,19,01:24.1,,
6985,961,835,4,30,20,01:24.2,,
6986,961,825,4,20,21,01:24.4,,
6987,962,3,131,6,1,01:45.3,01:43.0,01:42.6
6988,962,817,9,3,2,01:44.3,01:43.9,01:43.1
6989,962,1,131,44,3,01:45.2,01:43.5,01:43.3
6990,962,830,9,33,4,01:45.0,01:44.1,01:43.3
6991,962,8,6,7,5,01:45.0,01:44.2,01:43.5
6992,962,832,5,55,6,01:45.5,01:44.5,01:44.2
6993,962,826,5,26,7,01:45.3,01:44.5,01:44.5
6994,962,807,10,27,8,01:46.1,01:44.7,01:44.5
6995,962,4,1,14,9,01:45.4,01:44.7,01:44.6
6996,962,815,10,11,10,01:45.2,01:44.7,01:44.6
6997,962,822,3,77,11,01:46.1,01:44.7,
6998,962,13,3,19,12,01:46.1,01:45.0,
6999,962,18,1,22,13,01:45.3,01:45.1,
7000,962,821,210,21,14,01:45.5,01:45.6,
7001,962,154,210,8,15,01:45.6,01:45.7,
7002,962,828,15,9,16,01:46.4,01:47.8,
7003,962,825,4,20,17,01:46.8,,
7004,962,831,15,12,18,01:46.9,,
7005,962,835,4,30,19,01:47.0,,
7006,962,836,209,94,20,01:47.7,,
7007,962,839,209,31,21,01:48.3,,
7008,962,20,6,5,22,01:49.1,,
7009,963,1,131,44,1,01:34.4,01:33.0,01:32.8
7010,963,3,131,6,2,01:34.5,01:33.6,01:33.3
7011,963,830,9,33,3,01:35.4,01:33.8,01:33.4
7012,963,817,9,3,4,01:35.1,01:33.9,01:33.5
7013,963,20,6,5,5,01:34.6,01:34.0,01:33.6
7014,963,8,6,7,6,01:34.6,01:33.9,01:33.6
7015,963,815,10,11,7,01:35.1,01:34.5,01:34.3
7016,963,807,10,27,8,01:34.8,01:34.4,01:34.5
7017,963,18,1,22,9,01:35.3,01:34.4,01:34.5
7018,963,13,3,19,10,01:35.3,01:34.4,01:34.7
7019,963,822,3,77,11,01:35.2,01:34.6,
7020,963,154,210,8,12,01:35.4,01:35.0,
7021,963,821,210,21,13,01:35.7,01:35.1,
7022,963,825,4,20,14,01:35.6,01:35.3,
7023,963,826,5,26,15,01:35.7,01:35.4,
7024,963,832,5,55,16,01:35.6,01:35.4,
7025,963,828,15,9,17,01:35.8,,
7026,963,831,15,12,18,01:35.9,,
7027,963,835,4,30,19,01:36.0,,
7028,963,839,209,31,20,01:36.5,,
7029,963,836,209,94,21,01:36.6,,
7030,963,4,1,14,22,01:37.2,,
7031,964,3,131,6,1,01:31.9,01:30.7,01:30.6
7032,964,1,131,44,2,01:32.2,01:31.1,01:30.7
7033,964,8,6,7,3,01:31.7,01:31.4,01:30.9
7034,964,20,6,5,4,01:31.7,01:31.2,01:31.0
7035,964,830,9,33,5,01:32.5,01:31.5,01:31.2
7036,964,817,9,3,6,01:32.5,01:31.7,01:31.2
7037,964,815,10,11,7,01:32.7,01:32.2,01:32.0
7038,964,154,210,8,8,01:32.5,01:32.2,01:32.0
7039,964,807,10,27,9,01:32.4,01:32.2,01:32.1
7040,964,821,210,21,10,01:32.6,01:32.2,01:32.5
7041,964,822,3,77,11,01:32.4,01:32.3,
7042,964,13,3,19,12,01:32.6,01:32.4,
7043,964,826,5,26,13,01:32.6,01:32.6,
7044,964,832,5,55,14,01:32.8,01:32.7,
7045,964,4,1,14,15,01:32.8,01:32.7,
7046,964,835,4,30,16,01:32.8,01:32.8,
7047,964,18,1,22,17,01:32.9,,
7048,964,825,4,20,18,01:33.0,,
7049,964,828,15,9,19,01:33.2,,
7050,964,831,15,12,20,01:33.3,,
7051,964,839,209,31,21,01:33.4,,
7052,964,836,209,94,22,01:33.6,,
7053,965,1,131,44,1,01:36.3,01:36.5,01:35.0
7054,965,3,131,6,2,01:36.4,01:36.4,01:35.2
7055,965,817,9,3,3,01:36.8,01:36.3,01:35.5
7056,965,830,9,33,4,01:36.6,01:36.9,01:35.7
7057,965,8,6,7,5,01:37.0,01:36.6,01:36.1
7058,965,20,6,5,6,01:37.2,01:36.5,01:36.4
7059,965,807,10,27,7,01:37.0,01:36.6,01:36.6
7060,965,822,3,77,8,01:37.5,01:37.2,01:37.1
7061,965,13,3,19,9,01:37.4,01:37.2,01:37.3
7062,965,832,5,55,10,01:37.7,01:37.2,01:37.3
7063,965,815,10,11,11,01:37.3,01:37.4,
7064,965,4,1,14,12,01:37.9,01:37.4,
7065,965,826,5,26,13,01:37.8,01:37.5,
7066,965,821,210,21,14,01:38.1,01:37.8,
7067,965,835,4,30,15,01:38.1,01:37.9,
7068,965,828,15,9,16,01:38.0,01:39.4,
7069,965,154,210,8,17,01:38.3,,
7070,965,825,4,20,18,01:38.3,,
7071,965,18,1,22,19,01:38.3,,
7072,965,836,209,94,20,01:38.5,,
7073,965,831,15,12,21,01:38.6,,
7074,965,839,209,31,22,01:38.8,,
7075,966,1,131,44,1,01:19.4,01:19.1,01:18.7
7076,966,3,131,6,2,01:20.0,01:19.8,01:19.0
7077,966,830,9,33,3,01:19.9,01:19.0,01:19.1
7078,966,817,9,3,4,01:19.7,01:19.6,01:19.1
7079,966,807,10,27,5,01:20.6,01:19.8,01:19.3
7080,966,8,6,7,6,01:19.6,01:19.9,01:19.4
7081,966,20,6,5,7,01:19.9,01:19.4,01:19.4
7082,966,822,3,77,8,01:20.3,01:20.0,01:19.6
7083,966,13,3,19,9,01:20.4,01:20.2,01:20.0
7084,966,832,5,55,10,01:20.5,01:20.2,01:20.4
7085,966,4,1,14,11,01:20.6,01:20.3,
7086,966,815,10,11,12,01:20.3,01:20.3,
7087,966,18,1,22,13,01:21.3,01:20.7,
7088,966,825,4,20,14,01:21.3,01:21.1,
7089,966,828,15,9,15,01:21.1,01:21.5,
7090,966,836,209,94,16,01:21.4,01:21.8,
7091,966,821,210,21,17,01:21.4,,
7092,966,826,5,26,18,01:21.5,,
7093,966,831,15,12,19,01:21.7,,
7094,966,839,209,31,20,01:21.9,,
7095,966,154,210,8,21,01:21.9,,
7096,967,1,131,44,1,01:11.5,01:11.2,01:10.7
7097,967,3,131,6,2,01:11.8,01:11.4,01:10.8
7098,967,8,6,7,3,01:12.1,01:12.3,01:11.4
7099,967,830,9,33,4,01:12.0,01:11.8,01:11.5
7100,967,20,6,5,5,01:12.2,01:12.0,01:11.5
7101,967,817,9,3,6,01:12.4,01:12.0,01:11.5
7102,967,154,210,8,7,01:12.9,01:12.3,01:11.9
7103,967,807,10,27,8,01:12.4,01:12.4,01:12.1
7104,967,815,10,11,9,01:12.7,01:12.3,01:12.2
7105,967,4,1,14,10,01:12.7,01:12.3,01:12.3
